follower_id,followee_id,created_at
29,80,2016-08-02 22:45:16
39,93,2017-09-23 21:38:36
44,59,2016-11-08 02:25:51
14,36,2017-05-25 23:10:06
93,100,2017-12-25 08:13:46
86,61,2017-05-20 22:53:40
32,90,2016-06-15 07:00:49
7,33,2017-03-09 10:20:49
30,16,2017-08-11 21:16:47
6,73,2017-04-10 13:22:19
12,4,2018-03-02 14:40:57
62,90,2017-02-16 20:25:46
33,63,2017-12-07 23:21:35
74,64,2018-04-07 07:22:33
85,73,2016-08-19 21:34:38
86,38,2016-11-04 03:44:57
45,37,2017-01-08 10:11:38
89,43,2016-11-30 09:34:23
55,50,2017-12-30 03:43:31
24,99,2016-10-08 19:01:01
65,100,2018-01-23 23:28:39
98,48,2017-06-28 12:01:14
83,5,2018-01-11 21:33:36
94,14,2018-02-10 10:05:38
50,93,2018-02-21 17:14:10
10,20,2017-01-01 06:07:13
8,96,2016-06-03 08:26:26
45,14,2017-01-08 03:19:31
64,27,2018-02-20 05:20:00
67,38,2016-10-25 06:00:03
51,93,2017-09-30 00:00:32
70,43,2017-04-28 02:49:55
43,89,2016-07-24 04:59:13
100,71,2017-11-06 16:00:30
9,69,2017-08-10 17:10:25
94,27,2017-05-01 11:00:56
64,4,2017-10-26 04:16:14
14,3,2017-02-02 20:23:39
85,63,2017-07-08 13:44:14
86,28,2017-06-30 17:16:30
98,2,2017-05-30 11:21:03
18,9,2017-11-17 11:32:26
70,56,2017-11-26 02:50:49
65,90,2018-02-10 07:47:16
16,85,2016-11-18 23:04:29
36,63,2017-03-12 05:12:08
47,72,2017-08-22 20:24:24
94,4,2017-08-27 17:50:37
21,20,2017-02-12 04:22:40
77,100,2017-12-24 15:51:10
81,70,2018-03-30 12:40:36
74,31,2016-11-30 00:55:15
93,44,2017-06-10 16:58:09
45,4,2018-04-18 12:35:49
23,65,2017-08-09 07:47:00
56,13,2018-02-22 20:22:53
97,14,2016-12-13 13:55:29
95,90,2017-06-19 06:31:02
55,17,2016-06-11 07:07:48
12,92,2017-08-27 13:08:35
70,33,2017-11-21 07:05:44
9,23,2016-06-06 21:20:32
6,17,2017-04-14 11:57:30
75,4,2016-09-05 13:25:48
61,69,2017-02-15 18:18:22
27,76,2016-06-14 22:05:31
19,72,2017-03-07 01:13:14
30,81,2018-03-25 10:00:38
2,19,2018-03-20 17:25:48
13,34,2017-07-13 01:35:56
4,65,2017-02-15 09:58:56
96,68,2018-03-03 02:05:00
34,93,2018-01-07 01:06:28
92,34,2017-09-26 22:07:12
71,11,2018-03-10 16:32:49
82,20,2017-10-16 06:19:36
9,36,2017-09-28 23:34:35
28,49,2017-12-11 03:46:56
61,46,2016-07-10 13:27:15
40,23,2016-06-30 22:18:56
26,88,2016-11-04 06:26:27
27,89,2016-10-13 03:00:55
73,56,2017-08-04 04:20:53
11,81,2016-07-28 16:08:34
39,63,2018-03-15 02:16:09
23,55,2017-04-18 03:32:56
47,3,2017-12-10 10:06:09
65,57,2016-12-16 23:51:05
6,7,2018-02-19 00:36:25
65,93,2017-05-07 11:31:21
57,89,2016-11-21 21:21:59
58,54,2017-06-11 18:47:57
15,92,2016-06-15 14:40:44
62,24,2017-08-01 02:14:18
80,72,2016-08-06 07:01:29
19,62,2017-10-27 05:22:14
39,40,2017-03-01 03:03:25
51,14,2016-11-24 16:08:37
8,89,2016-07-16 10:01:53
87,53,2018-02-14 07:14:01
20,63,2017-10-31 14:54:01
13,24,2016-11-25 23:07:50
53,60,2016-06-04 11:19:44
64,69,2017-03-08 20:24:33
88,54,2017-05-26 04:17:09
53,96,2017-05-16 16:58:32
61,36,2018-01-03 03:08:04
75,92,2018-01-01 16:51:27
35,19,2016-08-30 04:13:58
96,35,2016-09-01 06:38:40
87,66,2016-08-28 06:45:34
88,31,2017-04-22 21:31:23
25,91,2018-03-04 00:43:55
99,40,2016-11-21 00:22:48
37,65,2017-01-09 23:13:36
77,21,2017-06-19 16:45:38
100,41,2016-08-23 08:58:59
70,98,2017-04-12 23:23:09
82,72,2016-12-13 04:49:57
7,78,2017-04-14 01:56:30
93,1,2017-06-24 10:27:07
71,99,2016-11-30 10:09:24
51,4,2016-10-22 20:34:20
32,27,2017-04-20 15:04:21
24,23,2017-01-18 06:51:13
56,55,2017-03-07 07:15:12
100,18,2016-11-29 10:44:17
45,82,2017-02-21 16:00:19
37,78,2017-02-26 03:21:52
78,79,2017-10-15 12:55:50
57,56,2018-01-14 13:14:19
58,21,2017-05-24 23:22:05
69,30,2017-11-18 16:22:19
74,1,2018-03-09 06:12:24
6,95,2016-07-08 21:18:26
38,20,2017-06-30 05:40:08
56,68,2017-12-03 20:42:22
97,69,2017-01-02 15:47:46
2,97,2017-05-22 23:31:13
49,29,2018-04-30 10:30:39
14,71,2016-12-30 12:27:30
26,45,2017-10-29 20:05:00
58,34,2017-03-03 03:18:15
48,69,2017-11-08 07:40:19
94,36,2017-02-20 07:56:47
11,38,2017-09-22 09:29:49
91,67,2016-07-03 04:11:52
75,59,2017-11-12 23:58:08
65,14,2018-03-09 06:47:15
38,33,2017-09-30 05:05:25
49,42,2017-09-22 21:21:55
7,45,2017-04-27 13:33:15
18,54,2017-12-30 13:45:33
30,28,2018-04-06 21:25:21
71,66,2016-07-05 11:44:13
82,75,2016-09-16 22:55:06
41,43,2017-06-03 00:17:15
22,29,2016-11-10 15:20:34
96,15,2017-09-30 12:11:11
87,46,2017-05-11 23:35:19
56,58,2016-09-11 06:48:45
57,23,2017-06-02 11:09:04
14,61,2016-11-14 16:59:49
55,62,2017-12-12 06:46:40
78,82,2016-06-23 15:59:01
90,56,2018-02-22 16:37:07
94,26,2018-01-29 20:58:12
62,79,2017-08-20 14:32:21
81,92,2017-09-28 08:52:07
37,22,2017-02-14 13:35:18
3,29,2018-02-06 12:18:06
26,12,2017-10-08 14:36:19
24,88,2017-04-04 01:27:39
70,55,2017-01-26 18:27:28
36,62,2016-09-19 15:19:39
5,74,2017-08-11 09:48:25
58,86,2018-01-13 14:35:27
6,75,2018-01-29 01:02:22
44,38,2016-11-15 18:38:55
72,20,2016-11-18 10:56:37
2,41,2018-02-02 19:04:52
54,88,2016-12-21 20:40:47
14,15,2016-10-21 04:43:45
85,75,2018-04-11 12:07:46
37,35,2016-07-26 03:17:28
55,52,2017-04-13 05:09:01
91,11,2017-05-21 16:42:04
83,7,2017-07-11 06:01:11
89,22,2017-09-15 00:01:50
66,75,2018-04-06 05:22:11
88,99,2016-12-23 06:15:53
6,29,2017-04-05 11:11:48
50,72,2016-08-22 06:43:15
27,88,2017-01-28 07:24:09
64,6,2017-08-22 03:16:58
56,2,2017-02-06 05:36:43
14,5,2017-12-21 13:37:34
67,17,2016-06-06 17:22:46
4,77,2016-11-11 12:33:02
89,35,2016-09-11 17:08:28
35,64,2017-12-16 14:20:48
15,6,2017-01-04 17:11:46
13,82,2018-04-16 13:42:01
100,50,2017-09-18 08:50:16
17,52,2016-09-07 14:06:40
49,84,2016-10-10 11:35:27
29,26,2016-10-15 14:33:33
52,9,2017-05-01 10:18:38
54,55,2018-04-22 15:27:32
24,32,2018-02-02 14:20:22
3,9,2017-11-29 02:36:32
35,41,2017-05-22 17:46:43
95,92,2018-04-17 21:21:04
1,48,2016-06-28 08:04:17
47,15,2018-02-14 06:29:11
67,30,2017-01-27 13:26:22
53,95,2017-06-06 12:22:24
45,91,2017-10-27 00:03:28
17,29,2018-02-16 21:48:54
36,42,2017-07-13 02:48:47
1,84,2018-03-24 08:22:36
80,84,2016-10-20 18:12:09
81,49,2016-12-10 01:36:39
54,32,2017-01-03 10:59:35
20,39,2017-08-20 03:22:50
39,52,2017-05-14 13:59:00
83,95,2018-04-01 06:32:56
54,68,2017-08-10 05:29:18
13,36,2017-03-19 11:19:35
72,85,2017-07-02 17:30:00
78,16,2016-07-06 09:30:12
36,19,2017-08-06 06:32:09
55,32,2016-11-15 14:29:54
5,31,2018-04-30 18:50:09
92,36,2016-09-17 16:55:38
17,42,2016-08-24 12:36:28
50,39,2016-09-12 23:52:46
40,25,2017-07-20 00:26:42
7,77,2016-11-12 11:36:55
60,3,2016-10-10 20:55:24
10,2,2017-11-02 13:58:50
4,44,2017-09-09 00:25:18
23,57,2017-10-11 23:48:17
89,2,2018-04-18 14:37:32
35,31,2017-08-07 01:59:04
4,80,2017-04-07 15:28:23
45,81,2017-02-20 23:05:15
57,55,2016-09-27 21:58:39
9,15,2017-09-05 18:16:46
14,93,2017-06-17 17:14:28
48,6,2017-05-10 19:28:46
40,2,2017-06-09 04:03:57
100,53,2016-12-01 15:26:23
7,90,2017-11-27 13:57:42
19,64,2018-04-22 02:54:46
12,25,2016-11-01 00:15:11
30,73,2017-05-12 21:29:12
31,38,2017-02-20 07:11:41
91,89,2017-11-10 22:22:26
87,55,2017-09-09 15:50:01
24,35,2016-07-20 16:55:17
56,67,2017-03-16 01:27:02
22,74,2016-10-03 17:49:35
88,56,2017-09-15 13:21:57
34,85,2016-07-22 21:49:15
5,21,2017-06-14 09:11:12
77,46,2017-08-10 12:17:11
21,2,2018-04-23 10:46:56
27,45,2016-06-25 19:45:39
18,76,2017-03-01 06:30:26
83,62,2017-03-28 12:59:37
62,39,2017-08-02 00:38:16
11,73,2017-09-01 11:49:10
25,93,2017-04-01 23:09:19
22,87,2016-07-07 21:41:29
61,15,2016-09-23 13:00:24
67,95,2016-07-08 19:20:34
18,53,2017-07-11 09:03:08
58,46,2016-11-27 03:03:36
91,43,2017-11-30 03:26:35
82,74,2016-10-08 05:15:58
54,12,2018-03-11 17:57:57
34,39,2017-08-16 10:00:04
13,16,2017-05-20 16:40:35
44,83,2018-02-23 08:53:14
72,65,2017-11-19 20:43:08
24,25,2017-09-13 01:28:46
68,31,2016-08-18 11:53:26
14,60,2017-06-17 01:23:38
78,81,2016-10-29 22:11:09
77,36,2018-03-16 03:40:54
90,55,2017-06-27 18:39:51
69,32,2016-08-20 12:17:52
14,96,2018-03-15 10:59:41
61,28,2017-08-07 14:35:25
90,91,2016-06-23 06:41:48
83,52,2017-02-19 23:46:16
20,32,2016-08-21 15:46:51
22,41,2016-09-28 06:58:39
53,65,2018-01-06 09:30:06
57,35,2017-04-07 22:24:45
2,99,2017-11-09 19:37:48
3,64,2017-02-05 01:46:40
22,77,2017-06-19 20:52:28
55,74,2017-09-28 07:50:07
7,34,2017-08-22 10:00:16
27,12,2016-12-08 10:04:47
8,35,2017-10-27 01:39:55
39,22,2018-02-10 14:30:54
52,41,2016-12-03 10:22:24
29,94,2017-03-07 00:11:02
75,61,2017-07-22 07:32:29
65,16,2016-06-20 15:05:06
56,47,2018-04-04 04:43:28
49,8,2017-03-09 09:43:23
26,24,2017-09-17 21:48:42
86,75,2018-03-13 11:35:01
13,91,2016-09-08 08:03:29
46,39,2017-01-17 00:39:28
79,36,2017-04-29 08:02:54
58,13,2016-08-05 22:15:35
36,74,2017-03-22 22:11:04
61,18,2017-09-15 21:24:19
27,25,2017-08-05 23:06:40
100,95,2018-01-31 11:58:10
11,17,2017-12-07 14:09:52
25,37,2017-10-01 20:18:13
10,57,2016-06-13 12:29:11
56,24,2017-05-15 11:38:16
25,73,2017-05-21 16:10:46
78,48,2016-11-03 16:49:08
68,34,2017-10-24 07:40:08
7,24,2017-11-28 06:11:23
80,8,2018-04-21 14:12:06
59,71,2017-02-17 14:40:13
79,49,2016-07-04 20:48:03
90,58,2016-08-20 22:59:16
47,96,2017-10-12 20:26:14
48,61,2017-05-20 03:01:31
10,34,2016-12-30 19:16:54
56,1,2017-06-14 11:04:10
84,20,2017-03-26 11:28:51
74,55,2017-09-06 17:01:00
93,68,2016-07-01 05:40:34
10,70,2018-03-02 21:17:48
57,2,2016-11-18 22:43:43
66,87,2017-05-27 20:34:01
79,26,2017-08-16 15:07:26
55,77,2016-06-24 10:20:09
28,60,2017-12-22 17:52:04
100,85,2017-01-27 13:39:49
6,41,2017-12-03 04:47:41
83,32,2017-06-23 22:06:16
81,71,2016-10-05 03:31:51
6,77,2017-07-11 07:56:53
10,47,2017-01-03 04:01:40
56,14,2018-01-06 10:32:05
14,17,2016-11-30 05:47:35
85,77,2017-07-16 20:01:38
38,2,2017-07-24 12:49:00
97,51,2017-01-09 15:13:31
47,50,2018-02-04 10:09:13
46,91,2017-04-24 13:13:22
79,39,2018-03-08 03:50:46
29,38,2018-04-12 23:03:04
75,5,2018-03-14 11:34:11
80,83,2017-10-28 19:30:05
41,12,2017-11-28 14:16:42
50,97,2017-01-17 14:42:28
66,41,2017-10-20 16:53:26
2,56,2017-03-21 16:21:51
59,38,2016-11-08 06:28:01
78,51,2017-07-15 10:30:02
71,12,2016-06-04 19:23:37
36,54,2017-05-09 16:53:40
100,75,2018-04-03 06:16:19
5,66,2018-05-01 03:34:47
10,1,2017-06-28 21:07:22
29,51,2018-03-31 15:13:21
75,18,2017-08-03 14:56:18
41,25,2016-12-11 23:10:16
73,57,2016-06-30 22:31:57
85,31,2017-01-16 05:02:42
64,8,2018-02-15 22:34:14
56,4,2017-10-29 02:55:52
59,15,2018-02-04 20:46:27
32,61,2017-07-24 00:49:52
90,2,2017-04-29 22:12:09
88,78,2017-02-11 06:03:38
40,1,2018-01-04 22:46:24
100,52,2017-09-27 03:18:43
9,50,2017-06-15 00:49:37
41,2,2018-02-06 23:48:56
27,67,2017-07-04 20:05:59
52,11,2017-11-06 07:01:41
30,72,2016-11-13 16:40:00
94,93,2017-06-13 08:42:47
73,70,2016-11-27 17:11:28
19,99,2016-12-22 11:45:00
39,77,2016-10-14 10:40:01
97,18,2016-08-06 01:07:28
84,85,2016-12-29 21:01:47
95,94,2017-09-16 16:43:07
55,21,2017-02-06 21:57:49
88,55,2017-08-29 08:48:24
34,84,2016-11-29 16:47:57
90,15,2017-10-26 23:21:06
29,5,2016-09-22 21:59:28
92,61,2017-05-06 05:47:55
49,99,2017-02-06 16:49:43
50,64,2016-08-11 00:15:02
62,38,2016-07-04 14:47:40
54,34,2017-11-15 17:07:11
11,72,2017-06-30 02:33:42
2,23,2017-08-02 09:28:02
84,62,2017-12-03 04:24:17
13,38,2018-02-12 23:33:35
4,69,2017-11-29 00:51:49
84,98,2017-08-24 17:30:20
1,63,2016-08-01 10:39:59
47,30,2017-07-13 01:27:10
92,38,2017-06-08 14:32:34
62,15,2017-11-06 22:54:39
80,63,2018-03-28 16:01:17
19,53,2017-08-13 04:31:00
31,27,2016-09-15 05:18:54
51,5,2017-02-24 21:06:37
85,34,2016-09-23 06:09:05
23,59,2017-06-11 15:01:58
97,8,2018-04-04 12:22:22
35,33,2016-10-24 08:50:59
34,74,2017-10-08 07:38:56
53,87,2017-02-26 03:32:10
46,48,2017-05-04 23:22:32
92,15,2016-08-15 16:41:02
58,22,2017-10-17 08:54:37
49,53,2017-02-22 12:28:04
81,5,2017-03-30 16:11:24
26,69,2017-05-05 16:23:51
46,84,2017-02-20 20:41:19
38,80,2017-03-09 21:38:32
30,39,2016-07-07 05:05:52
50,54,2016-10-30 18:59:50
42,50,2017-03-23 00:56:40
4,23,2017-01-13 13:30:08
24,1,2017-12-30 13:12:22
94,96,2017-03-26 11:09:54
24,37,2016-11-10 20:40:01
56,69,2018-03-12 11:05:43
2,98,2017-09-30 16:00:53
36,11,2018-04-21 10:44:10
68,43,2016-11-06 04:40:49
34,87,2016-10-29 22:06:59
98,71,2017-03-27 13:59:21
18,78,2017-02-19 23:11:01
20,8,2017-01-20 01:01:10
11,39,2017-01-03 21:14:05
91,68,2017-04-07 05:24:06
84,29,2018-01-20 00:26:21
66,11,2017-02-21 13:15:31
13,5,2017-11-03 18:49:00
56,46,2017-07-21 17:21:57
74,100,2018-02-24 06:12:15
25,95,2017-05-19 23:26:30
99,44,2016-11-07 21:22:37
57,47,2017-10-27 11:26:35
6,1,2017-11-18 13:37:48
79,71,2017-06-23 17:40:02
98,84,2018-03-26 06:09:27
30,29,2017-11-20 17:33:03
17,96,2016-11-27 17:37:18
90,80,2017-06-24 00:31:05
85,1,2018-04-16 02:21:27
31,30,2017-05-17 08:11:08
72,31,2017-04-13 07:30:57
43,4,2017-01-16 05:27:52
95,51,2017-03-12 22:09:35
41,80,2016-10-01 23:39:56
33,76,2016-12-19 12:58:47
53,54,2017-10-24 16:43:24
57,24,2018-01-05 23:15:07
2,88,2016-06-13 19:04:57
3,53,2017-01-20 07:22:26
22,66,2017-06-08 01:11:44
100,22,2017-07-14 22:48:23
92,18,2016-09-10 11:59:50
78,83,2017-11-02 02:26:47
90,57,2017-03-05 20:08:40
42,17,2017-11-30 19:34:41
47,95,2016-08-21 02:02:16
27,37,2017-09-01 20:37:58
18,68,2017-11-18 09:01:42
84,19,2017-02-06 09:19:23
60,70,2016-12-05 23:41:42
10,69,2017-02-06 08:18:48
96,29,2017-09-11 06:27:36
1,20,2016-07-12 22:10:40
37,59,2017-02-28 20:05:48
68,46,2017-03-12 03:19:34
80,20,2016-12-12 02:19:05
7,36,2016-10-14 19:01:32
59,83,2017-04-07 02:12:57
19,10,2016-12-30 08:17:10
18,45,2017-02-05 21:19:25
11,6,2018-01-17 17:22:38
70,92,2017-09-19 03:34:40
90,70,2017-12-02 01:51:35
91,35,2017-04-23 23:04:47
36,99,2016-08-14 07:09:05
6,76,2017-10-03 04:14:17
12,7,2017-08-27 03:02:09
52,43,2017-10-01 07:11:13
64,17,2016-09-11 19:44:49
84,32,2018-01-25 07:49:39
87,37,2018-02-03 17:44:22
93,80,2017-04-04 20:43:43
99,11,2016-06-10 21:10:46
68,23,2017-08-15 04:03:37
79,38,2017-08-28 23:23:50
50,11,2016-12-17 21:26:33
36,76,2018-03-13 22:22:12
11,19,2017-09-11 00:01:04
29,73,2017-02-13 14:49:28
73,79,2018-02-06 09:51:26
64,30,2017-10-18 22:58:43
56,26,2016-11-28 11:57:55
76,4,2017-11-02 17:35:44
85,89,2017-11-09 10:19:52
35,88,2018-03-23 10:54:34
18,35,2017-02-26 19:22:35
59,73,2017-02-10 12:25:14
28,85,2017-03-09 20:26:06
29,50,2017-10-29 11:14:35
21,46,2018-03-03 16:01:17
60,37,2016-09-23 06:37:58
2,32,2017-10-13 00:14:14
81,96,2017-04-23 18:33:07
34,21,2017-09-25 18:03:03
20,86,2016-11-15 06:30:35
23,91,2016-08-07 15:43:45
14,42,2018-04-21 11:05:29
15,7,2016-09-05 16:08:10
55,43,2017-05-17 23:13:28
8,4,2017-12-04 06:39:01
60,14,2016-12-16 03:57:29
52,10,2017-01-24 07:45:46
37,3,2017-04-11 18:16:09
85,79,2017-04-09 11:39:05
90,14,2017-11-26 17:10:49
96,94,2016-09-14 10:55:29
9,62,2018-02-15 07:39:23
52,23,2018-01-06 05:37:43
50,99,2017-04-28 05:41:38
81,86,2016-12-14 14:25:35
86,21,2016-11-23 05:45:01
24,46,2018-02-15 05:43:15
43,59,2017-04-30 18:48:14
3,23,2017-09-29 23:47:34
89,26,2018-01-31 15:10:45
99,76,2017-03-03 08:19:39
17,43,2017-02-25 17:11:03
82,23,2017-04-07 13:30:00
28,52,2016-10-27 11:08:58
80,62,2017-05-08 12:53:10
58,80,2017-04-19 16:22:24
61,85,2017-04-12 15:29:04
8,79,2017-12-29 14:19:42
33,23,2017-08-02 00:12:23
25,19,2017-07-19 02:00:49
85,33,2017-07-24 12:52:28
56,6,2018-03-24 05:05:40
14,9,2017-09-11 09:59:00
67,21,2016-06-20 07:21:44
86,34,2016-12-31 09:19:05
78,30,2017-03-29 13:35:52
23,94,2016-06-25 11:43:04
24,59,2017-08-12 13:55:22
70,26,2017-04-30 20:19:07
17,20,2017-12-26 07:15:42
48,7,2017-01-07 22:29:04
5,45,2017-10-29 16:01:25
6,10,2017-03-08 03:53:23
17,56,2016-08-16 08:51:08
57,92,2016-11-12 11:51:01
77,70,2017-10-05 21:35:17
49,88,2017-09-25 01:40:29
61,62,2018-04-07 14:12:06
81,40,2017-10-12 09:05:47
6,46,2017-03-14 22:05:22
52,13,2018-01-22 13:39:14
94,95,2016-07-31 03:41:35
13,27,2016-07-28 23:17:17
23,71,2017-05-17 10:03:01
47,19,2017-12-03 13:27:04
88,57,2017-08-23 10:20:55
13,63,2016-09-22 17:10:45
46,60,2016-10-16 02:41:37
37,91,2017-04-29 15:03:54
16,68,2016-11-03 05:28:35
3,98,2018-01-25 10:52:51
68,78,2018-01-09 07:16:53
29,7,2017-12-28 03:12:15
46,96,2017-08-23 08:55:42
50,66,2017-05-02 20:51:09
61,75,2017-12-12 09:29:32
54,36,2017-12-23 19:20:02
25,9,2017-03-26 00:47:44
66,10,2016-10-22 02:28:33
11,74,2017-04-18 13:09:07
1,29,2017-08-31 07:49:15
33,98,2016-12-06 11:41:49
78,20,2017-09-23 08:17:22
24,49,2017-09-15 13:11:14
16,45,2017-05-08 07:14:41
77,24,2018-04-25 09:25:51
22,88,2017-02-17 21:58:37
34,99,2016-06-24 05:06:25
5,35,2016-10-01 23:22:59
54,49,2017-07-26 15:33:31
95,50,2017-07-11 17:42:27
86,1,2016-07-20 19:14:18
4,48,2016-08-01 18:39:03
76,36,2017-06-18 00:35:23
87,82,2018-01-01 15:55:05
77,37,2016-07-03 18:21:28
90,92,2017-05-01 19:37:02
51,20,2017-10-17 10:17:27
35,12,2018-01-10 12:09:05
44,97,2018-03-12 02:26:36
4,61,2016-08-17 20:34:55
65,40,2016-09-03 20:19:36
76,49,2016-09-24 19:21:39
86,99,2016-11-10 18:41:45
38,59,2016-08-29 20:53:45
36,98,2017-09-23 22:12:38
61,42,2018-03-28 06:57:00
62,7,2016-08-14 15:41:25
27,49,2017-03-11 16:57:22
71,92,2017-09-06 05:32:29
91,70,2018-03-29 12:01:50
95,40,2016-08-14 06:36:52
52,78,2018-03-26 20:56:35
44,74,2017-05-14 16:31:52
56,48,2017-11-23 15:44:35
35,25,2016-06-22 14:37:00
55,3,2018-01-10 10:41:50
66,98,2016-06-07 22:42:28
5,2,2017-07-05 00:41:13
97,85,2016-06-09 08:12:01
7,48,2017-04-27 15:33:07
26,61,2016-11-02 09:25:28
