user_id,photo_id,created_at
54,51,2017-11-18 04:57:45
27,97,2017-05-19 10:26:26
53,235,2017-09-24 19:28:56
72,248,2016-06-09 17:54:38
23,243,2017-10-02 10:54:30
63,136,2016-06-10 15:40:18
43,41,2017-03-27 21:44:10
47,191,2017-01-23 00:15:46
8,120,2017-12-14 13:36:14
54,87,2016-12-11 14:59:27
14,14,2017-12-27 15:54:52
94,123,2017-07-10 09:05:54
5,194,2016-11-15 23:31:11
66,61,2017-07-05 13:46:32
46,232,2017-01-12 09:34:29
23,99,2016-08-21 15:22:23
70,31,2018-03-03 08:43:19
69,215,2017-11-12 22:19:35
21,175,2017-03-06 10:21:53
82,5,2018-03-27 19:22:02
34,114,2017-03-03 15:02:00
39,192,2016-12-10 02:29:33
5,50,2016-12-04 04:58:27
71,32,2017-03-24 04:01:04
9,57,2018-03-15 16:34:42
50,58,2018-02-23 16:29:05
54,208,2017-03-06 22:40:25
14,135,2017-10-17 06:50:13
21,31,2017-04-25 00:42:22
60,22,2016-11-03 01:48:25
6,51,2017-11-30 00:48:20
70,152,2016-12-08 03:43:25
54,64,2017-03-16 09:48:03
27,110,2016-10-07 15:57:44
53,248,2016-06-09 08:28:34
45,244,2016-09-01 05:29:10
5,171,2016-06-16 17:58:14
20,71,2017-01-09 12:26:55
14,256,2017-08-05 11:20:38
21,152,2017-10-24 13:31:19
47,24,2017-09-18 01:09:19
99,71,2017-05-05 02:55:15
5,27,2016-10-28 02:02:25
65,78,2017-02-28 14:17:15
50,215,2016-08-13 19:46:37
76,87,2017-09-25 06:36:43
54,185,2016-12-14 09:06:18
14,112,2017-06-26 00:27:33
21,8,2016-10-03 09:03:51
67,124,2017-06-30 16:07:39
5,63,2017-02-09 01:13:12
49,106,2016-12-21 16:46:42
87,218,2016-09-05 18:58:26
54,41,2018-04-13 07:35:21
45,221,2017-09-28 14:10:03
11,79,2018-04-29 11:21:48
64,234,2017-04-27 05:46:29
71,130,2018-03-07 01:32:09
56,230,2017-12-15 18:57:58
91,108,2016-10-04 09:13:22
28,168,2017-10-06 23:14:52
14,233,2017-04-02 07:14:07
21,129,2017-06-05 01:53:47
14,4,2018-04-14 07:55:45
5,184,2016-09-24 08:35:28
86,29,2018-03-11 15:48:26
2,115,2017-04-29 00:32:54
9,11,2016-11-19 10:03:08
62,166,2018-01-20 04:21:22
55,41,2017-07-11 08:51:02
54,162,2016-06-10 01:31:44
22,93,2018-01-17 17:18:14
96,79,2018-02-01 05:38:35
5,40,2017-06-16 03:15:28
31,178,2017-02-10 05:44:29
91,229,2017-10-25 03:19:40
63,247,2018-02-24 12:19:17
9,47,2018-03-03 02:11:11
49,83,2016-08-01 12:56:38
21,250,2018-03-23 05:36:14
14,125,2017-12-02 03:54:36
54,198,2016-10-07 17:45:42
21,21,2017-01-25 11:31:55
69,61,2017-12-24 23:28:15
44,233,2017-05-22 15:58:23
64,211,2016-12-15 00:46:38
30,69,2017-06-22 13:02:25
96,200,2016-10-16 09:07:39
87,231,2016-07-11 17:40:09
88,196,2017-08-23 20:21:12
29,110,2017-03-29 19:45:37
54,54,2017-10-15 06:54:34
5,161,2018-01-02 06:47:41
31,70,2017-12-09 12:39:29
32,35,2017-04-28 17:03:13
97,244,2017-03-09 21:47:50
24,31,2017-12-20 05:50:16
16,27,2016-08-10 19:20:17
14,246,2016-11-06 16:21:41
35,40,2017-03-30 09:35:17
21,142,2017-12-07 13:21:58
15,211,2017-09-08 00:01:34
5,17,2018-03-16 18:25:16
46,55,2017-06-24 06:45:18
64,103,2016-06-20 22:33:49
54,175,2017-06-08 22:34:50
14,102,2017-01-31 11:40:34
73,188,2016-08-04 23:58:03
26,76,2017-12-04 14:06:29
31,191,2016-12-12 19:04:50
96,177,2018-05-01 18:06:54
54,31,2017-12-17 05:36:42
93,251,2018-02-18 10:18:30
5,138,2017-04-27 14:55:13
57,185,2018-03-19 11:43:28
14,223,2016-09-22 03:30:16
75,90,2017-11-18 23:59:22
21,119,2016-08-08 01:35:37
80,168,2016-10-11 06:30:14
96,33,2016-07-03 07:21:26
5,174,2016-09-18 17:40:18
53,71,2016-12-14 03:35:43
99,38,2016-07-03 20:47:23
24,44,2018-03-20 14:08:54
37,63,2018-04-05 17:50:13
69,195,2017-11-21 22:43:05
54,152,2018-01-26 09:19:06
14,79,2016-07-21 13:20:18
100,39,2017-01-13 22:03:43
85,139,2016-08-12 00:28:35
5,30,2016-12-31 23:52:30
82,250,2017-10-17 02:54:40
21,240,2017-09-23 23:15:44
14,115,2016-08-02 13:08:27
54,8,2017-12-24 15:08:39
26,89,2017-06-13 02:07:21
79,101,2018-02-22 09:40:40
65,166,2017-11-24 01:28:48
1,181,2016-08-12 11:03:53
14,200,2016-08-19 07:51:38
47,148,2017-11-14 03:32:09
21,96,2016-09-12 08:24:39
54,44,2017-11-27 14:01:46
96,10,2016-12-12 07:01:52
29,100,2017-11-21 23:54:58
100,160,2017-02-10 20:45:14
5,151,2018-03-03 06:30:48
38,185,2017-12-24 20:19:16
72,61,2017-07-31 03:50:29
49,194,2018-03-16 20:59:31
14,236,2017-06-02 16:42:05
21,132,2018-04-13 15:32:57
54,129,2016-09-15 06:04:24
88,42,2016-12-02 20:01:25
93,120,2017-07-17 18:22:31
5,7,2017-05-12 23:56:24
51,123,2016-11-09 19:26:19
21,217,2018-02-05 16:07:46
14,92,2017-05-27 11:28:27
54,165,2017-12-16 11:49:13
6,237,2017-06-16 15:00:46
11,203,2018-03-11 15:40:38
67,104,2017-04-28 22:09:05
32,146,2017-02-02 20:30:12
78,113,2017-12-11 07:47:19
43,155,2017-06-20 20:02:00
63,70,2017-02-16 13:06:27
21,253,2017-09-07 16:17:34
36,116,2017-07-12 00:00:25
41,231,2016-07-06 10:21:27
1,158,2018-02-01 00:35:36
54,21,2017-11-13 04:55:05
93,241,2017-04-06 00:14:20
20,28,2017-04-04 08:04:43
5,128,2017-01-06 11:27:55
72,38,2016-06-23 10:02:50
51,15,2017-12-19 18:36:53
68,184,2017-12-22 20:46:38
14,213,2018-01-07 05:37:58
15,178,2016-09-05 01:22:26
21,109,2017-09-15 12:56:56
59,221,2016-11-07 05:02:21
83,169,2017-02-27 13:21:54
54,142,2018-01-18 09:05:49
14,69,2017-01-25 09:19:46
5,249,2017-04-04 03:20:46
13,110,2018-01-06 14:33:22
63,227,2018-01-04 07:54:59
84,170,2016-08-19 11:49:18
21,230,2017-10-08 06:17:42
47,102,2017-10-13 20:58:47
53,182,2016-09-06 21:40:18
13,146,2018-03-20 10:56:13
5,105,2016-07-09 20:58:54
17,116,2017-06-26 02:51:26
68,161,2016-07-28 12:10:29
29,90,2017-05-23 15:48:45
14,190,2017-08-01 04:23:19
21,86,2017-01-19 23:46:01
93,254,2018-02-07 00:24:58
85,250,2018-03-12 23:01:02
5,141,2017-06-27 01:58:14
49,184,2017-04-09 19:05:31
16,7,2016-07-13 11:37:33
54,119,2017-12-05 20:34:04
14,46,2016-11-01 11:53:58
18,196,2017-10-28 08:02:20
100,235,2016-11-04 01:50:21
93,110,2018-04-21 14:18:15
5,226,2017-08-31 21:40:05
70,243,2018-01-11 18:22:35
46,35,2016-09-01 08:05:09
29,211,2017-08-17 10:33:02
48,224,2017-07-09 05:23:20
21,207,2016-10-14 12:14:22
14,82,2016-08-24 17:19:31
41,185,2018-01-07 01:47:43
1,112,2017-12-14 14:32:02
78,103,2017-02-24 03:05:51
83,38,2017-07-14 18:16:14
81,257,2017-08-19 04:44:48
54,240,2016-10-17 17:30:35
14,167,2017-12-25 07:12:46
47,115,2017-10-13 14:23:35
21,63,2018-03-30 20:48:05
54,11,2016-12-18 20:25:53
20,247,2018-02-21 19:05:14
5,118,2017-02-08 08:49:20
31,256,2016-08-13 09:41:38
23,252,2017-08-15 11:46:30
22,207,2018-01-11 03:15:43
43,1,2016-09-24 15:03:29
69,139,2017-08-08 13:17:56
14,203,2017-05-23 06:56:07
21,99,2017-04-25 12:32:37
54,96,2018-01-30 23:51:45
1,4,2016-06-25 11:05:53
37,43,2016-11-21 12:43:58
51,90,2018-02-22 16:06:01
54,132,2018-03-01 05:18:32
14,59,2017-08-26 01:38:02
95,133,2017-01-26 07:16:13
5,239,2017-06-18 05:40:46
66,106,2016-08-27 04:05:28
31,148,2016-07-26 08:50:56
79,45,2018-02-26 05:22:36
43,122,2017-03-22 00:30:00
89,89,2017-05-18 04:03:05
29,224,2017-04-09 16:23:10
21,220,2017-09-26 00:49:41
55,96,2017-05-06 07:36:35
5,95,2017-12-03 07:42:50
72,5,2016-12-26 19:53:40
63,73,2017-11-18 09:25:02
9,102,2017-12-14 17:35:11
54,253,2018-02-28 05:08:46
14,180,2018-04-16 00:40:10
21,76,2017-06-21 21:13:35
60,67,2018-04-11 19:10:48
73,86,2016-07-15 09:18:03
12,256,2016-11-22 02:11:18
53,28,2017-03-18 07:18:25
50,139,2018-02-23 09:52:37
36,204,2016-07-25 16:55:43
7,177,2018-04-02 00:18:12
8,142,2016-08-08 14:09:00
54,109,2018-04-08 09:52:41
14,36,2018-04-10 13:06:54
68,7,2016-09-19 00:41:40
74,87,2017-03-27 23:38:39
5,216,2017-07-01 08:24:59
13,77,2017-06-25 18:30:55
77,241,2016-09-10 11:29:07
90,31,2017-10-10 21:44:23
21,197,2017-11-27 03:12:17
94,181,2016-12-08 07:14:26
6,217,2017-10-26 16:40:29
44,180,2017-12-27 00:46:56
4,144,2016-07-11 09:00:26
5,72,2017-11-25 11:06:07
64,158,2017-05-08 17:50:16
17,83,2017-07-08 05:42:58
54,230,2016-06-19 12:37:33
14,157,2017-05-27 12:56:20
21,53,2018-03-03 11:00:26
74,208,2017-01-28 18:15:00
66,204,2017-03-10 02:15:27
5,108,2018-03-03 09:22:54
33,27,2017-07-02 01:04:22
37,177,2017-12-21 10:12:05
43,220,2017-01-17 05:31:24
49,151,2017-05-16 14:18:11
64,14,2018-04-04 04:59:51
56,10,2016-08-29 13:54:56
69,129,2017-11-16 22:17:54
15,158,2018-03-03 08:16:49
54,86,2017-08-02 08:45:04
14,13,2018-01-08 05:33:41
93,77,2017-08-11 11:22:24
25,59,2018-02-10 11:59:20
24,243,2017-09-03 19:44:31
63,171,2016-10-13 07:31:40
76,253,2018-03-31 05:02:43
82,184,2018-01-16 19:42:36
48,191,2016-12-25 05:01:42
21,174,2017-04-13 19:04:16
14,49,2016-10-17 15:39:29
100,238,2016-10-27 23:53:33
5,229,2017-12-31 05:45:15
26,23,2017-04-22 02:28:08
89,79,2017-12-23 19:24:16
54,207,2016-09-30 06:42:14
47,82,2017-04-22 05:17:53
39,227,2016-07-01 11:36:11
5,85,2017-07-29 14:58:23
92,90,2017-04-07 16:07:45
11,16,2018-03-15 09:58:07
58,97,2016-11-03 06:50:32
68,141,2016-09-18 04:47:21
54,243,2016-12-07 00:57:13
14,170,2018-02-17 22:27:44
15,135,2017-03-01 22:02:57
21,66,2018-01-02 22:17:43
59,178,2017-01-23 21:42:46
45,14,2017-01-24 08:24:26
63,148,2016-06-27 13:04:49
97,24,2016-08-21 17:21:09
62,103,2016-10-16 18:17:20
54,99,2018-02-10 17:04:01
14,26,2018-03-28 13:36:55
74,77,2016-12-06 14:06:25
5,206,2017-10-17 17:15:08
38,11,2016-10-19 05:57:47
63,184,2016-12-15 08:14:18
21,187,2016-07-04 14:52:34
61,223,2016-06-16 09:49:30
80,236,2017-07-28 08:06:10
47,59,2018-04-19 07:23:05
5,62,2016-12-27 02:24:28
83,247,2016-11-29 15:59:37
2,173,2018-02-22 17:50:17
77,87,2017-04-29 16:39:31
54,220,2017-02-08 15:34:00
14,147,2017-07-20 01:31:22
21,43,2018-02-13 13:50:56
61,79,2017-04-17 14:21:02
12,223,2018-02-17 20:49:24
72,237,2018-01-30 19:31:15
79,133,2017-11-20 23:21:08
91,107,2016-07-10 18:57:22
15,148,2016-09-20 16:26:33
87,253,2017-09-11 01:32:39
88,218,2017-02-07 18:53:07
54,76,2017-12-03 14:24:13
14,3,2016-07-11 20:18:18
60,119,2017-07-02 18:47:29
5,183,2018-03-08 01:47:41
65,234,2016-12-12 10:36:05
30,127,2017-08-25 14:29:31
71,165,2017-04-08 10:24:35
57,230,2017-09-16 06:03:41
15,233,2017-08-07 10:43:10
21,164,2018-02-18 01:59:09
60,155,2017-11-12 05:10:43
5,219,2017-09-18 23:31:25
18,238,2017-09-06 03:17:34
100,48,2017-10-26 04:07:13
24,89,2016-12-02 21:18:55
10,154,2017-12-12 04:55:34
17,50,2017-07-08 15:03:26
28,59,2017-04-28 16:24:58
54,197,2016-06-26 06:30:45
14,124,2017-09-08 21:29:33
21,20,2016-12-24 16:33:16
5,75,2016-09-01 09:06:18
49,118,2017-04-28 23:36:50
69,96,2016-11-15 04:29:53
14,160,2016-09-02 04:09:23
88,195,2017-09-04 23:05:09
8,86,2017-06-07 03:06:21
54,53,2017-11-19 13:59:03
30,104,2017-11-06 22:17:05
90,155,2016-11-11 13:47:14
14,245,2017-12-16 13:51:26
21,141,2016-07-15 06:13:18
14,16,2017-05-10 20:35:20
54,89,2018-04-07 05:27:52
5,196,2016-11-14 05:15:53
53,93,2016-12-01 01:52:05
38,230,2017-08-04 11:12:58
59,24,2017-04-13 16:14:51
49,239,2017-03-23 22:48:30
21,177,2016-12-03 04:16:48
62,178,2016-10-13 07:23:08
55,53,2016-06-04 22:40:00
8,207,2017-02-15 00:26:40
54,174,2017-09-13 18:07:05
73,187,2017-10-24 19:47:17
34,116,2016-06-06 22:08:09
5,52,2017-10-19 08:39:39
51,168,2017-01-09 21:26:23
54,210,2018-04-07 17:19:12
14,137,2017-09-08 14:55:59
21,33,2017-08-27 02:53:27
20,217,2018-02-06 21:50:56
79,123,2016-06-07 08:54:35
10,252,2017-12-13 10:07:32
76,197,2018-02-25 22:53:16
1,203,2017-12-23 07:33:35
88,208,2016-07-21 06:43:47
54,66,2016-10-30 02:00:17
5,173,2018-03-31 12:42:26
59,1,2016-07-08 05:17:34
68,229,2016-07-04 21:02:51
29,158,2018-02-08 10:51:57
21,154,2017-05-06 03:11:35
36,17,2016-07-21 03:57:52
40,167,2017-08-01 06:29:23
34,93,2016-11-13 10:21:14
5,29,2018-02-16 21:39:43
79,15,2018-01-08 20:28:05
10,144,2016-11-29 16:34:42
62,191,2018-01-14 13:06:50
54,187,2016-07-07 03:23:26
14,114,2017-04-03 11:45:12
73,200,2017-06-13 13:47:48
21,10,2016-08-09 15:33:30
74,165,2017-12-16 02:21:49
60,230,2017-03-27 17:08:30
72,204,2016-10-16 04:26:33
38,99,2017-03-09 11:59:10
97,148,2017-11-22 15:03:52
98,113,2017-11-20 07:38:24
58,77,2017-01-01 22:17:03
75,246,2016-07-30 03:58:46
54,43,2018-01-07 22:54:01
53,227,2017-11-24 03:11:31
20,50,2017-10-09 22:01:09
5,150,2017-03-22 15:32:54
56,232,2018-02-14 11:31:22
4,42,2017-02-21 19:07:44
91,110,2018-01-10 22:41:29
23,55,2017-05-29 04:43:21
32,24,2018-02-20 20:29:05
14,235,2017-10-22 18:55:18
35,29,2018-03-10 18:07:19
21,131,2017-10-18 06:33:00
14,6,2018-02-15 08:28:23
94,115,2017-03-25 07:02:49
55,7,2016-06-02 04:18:13
5,186,2016-06-25 16:55:33
33,105,2018-03-03 04:17:36
38,220,2016-12-30 22:24:09
44,114,2017-07-30 15:04:29
36,30,2016-07-17 12:09:10
54,164,2017-05-25 20:24:14
14,91,2018-03-15 07:43:51
34,106,2016-06-12 23:19:27
19,206,2016-12-24 10:15:13
80,36,2017-02-16 02:28:11
5,42,2017-04-12 10:55:58
86,116,2017-11-01 20:01:28
6,7,2017-04-28 00:13:23
89,121,2016-09-25 12:08:04
21,252,2017-05-16 14:25:10
14,127,2018-01-04 22:25:39
21,23,2016-06-30 06:23:40
54,20,2016-12-16 12:02:01
12,203,2017-05-13 17:26:37
99,171,2017-09-29 01:17:40
65,178,2018-03-24 04:56:33
17,138,2017-10-07 05:39:26
9,134,2018-03-05 16:46:14
2,9,2017-12-02 12:12:03
28,147,2017-09-17 15:04:17
14,212,2016-07-28 18:58:18
21,108,2017-04-03 20:34:08
54,56,2018-04-26 11:29:13
41,86,2017-12-21 19:30:39
45,236,2016-06-20 07:34:57
5,163,2018-01-13 12:04:39
52,95,2017-05-29 02:24:38
38,197,2016-10-31 10:12:40
13,24,2016-07-02 12:20:53
78,4,2017-06-20 22:48:38
69,184,2017-11-30 06:02:33
14,248,2018-01-06 22:03:08
15,213,2017-07-04 06:49:20
21,144,2018-01-31 04:15:15
54,141,2017-04-12 11:27:02
5,19,2016-07-03 09:53:05
31,157,2017-07-29 03:09:36
76,79,2017-10-22 08:39:08
54,177,2017-06-16 16:27:12
14,104,2017-04-06 07:52:09
6,20,2017-11-20 11:00:25
39,17,2016-11-27 04:05:10
62,37,2017-06-19 01:21:41
1,170,2016-12-24 03:22:17
54,33,2017-08-29 18:25:21
44,248,2016-06-26 17:34:23
5,140,2017-10-26 05:36:35
38,174,2016-12-12 12:22:59
14,225,2017-10-09 19:03:52
21,121,2017-04-14 11:55:04
40,134,2016-10-25 03:34:38
72,86,2017-11-11 04:49:55
100,5,2016-12-28 01:19:51
30,169,2017-09-14 14:06:41
89,255,2017-11-17 04:13:02
70,242,2016-06-05 11:19:20
65,47,2016-07-16 21:38:14
90,220,2016-08-29 12:08:04
54,154,2017-09-22 01:40:47
14,81,2016-09-14 18:57:13
11,192,2018-04-06 11:22:37
5,32,2016-06-24 21:01:41
86,106,2017-04-16 23:15:35
83,217,2017-01-01 11:40:58
21,242,2016-12-23 07:00:37
41,220,2017-03-21 10:04:21
54,10,2017-11-28 11:37:11
67,129,2017-08-26 04:17:00
59,125,2017-03-07 05:26:11
5,117,2016-11-09 09:57:46
11,48,2016-09-26 00:33:19
83,73,2018-02-28 20:22:31
14,202,2017-11-09 03:43:38
21,98,2016-12-29 19:45:10
34,217,2017-05-25 20:00:06
26,176,2017-04-23 09:52:07
5,153,2016-10-23 10:18:48
78,223,2018-01-09 08:54:49
99,17,2016-11-23 02:35:37
56,55,2017-04-15 22:19:41
35,32,2017-05-13 19:40:54
54,131,2017-08-29 01:50:48
14,58,2016-10-12 01:03:20
88,44,2017-09-26 01:50:13
74,109,2016-09-17 13:57:59
66,105,2016-07-26 03:08:07
85,118,2017-08-11 14:16:09
5,9,2016-12-01 21:42:14
78,79,2018-01-28 22:55:05
43,121,2017-08-31 22:26:21
49,52,2017-05-31 11:22:32
21,219,2017-05-07 07:12:51
14,94,2018-04-18 19:25:24
32,148,2016-08-20 16:57:19
54,252,2018-01-03 04:47:54
54,23,2016-09-04 17:02:57
5,130,2016-09-08 16:35:14
37,199,2017-04-14 23:27:45
51,246,2017-09-20 17:07:55
32,4,2017-01-24 08:08:53
68,186,2016-10-26 22:27:43
14,215,2017-02-20 13:13:58
21,111,2017-07-07 06:40:32
41,89,2018-04-13 12:01:36
67,227,2017-04-29 16:30:12
79,201,2017-10-13 01:06:06
11,146,2016-08-06 17:18:23
64,72,2016-09-24 12:47:44
31,124,2017-10-04 16:47:35
54,144,2016-11-22 10:16:36
14,71,2017-05-23 22:00:25
80,16,2018-01-10 04:38:17
5,251,2017-11-03 03:44:51
63,229,2017-07-21 03:53:42
97,105,2017-04-30 20:14:55
21,232,2018-03-28 02:34:56
52,219,2017-04-06 19:23:48
5,107,2017-09-16 14:35:35
92,112,2018-01-26 15:03:10
14,192,2017-01-31 22:36:19
21,88,2017-02-05 19:57:00
74,243,2016-11-10 17:33:45
86,217,2017-06-29 02:24:18
34,27,2017-05-15 07:34:54
25,58,2018-01-27 15:41:51
36,216,2017-08-20 20:39:05
42,147,2017-05-17 19:49:32
28,212,2017-01-28 06:18:06
54,121,2018-04-10 02:50:09
14,48,2018-01-09 17:43:03
5,228,2016-09-26 21:33:36
26,22,2018-02-01 16:51:14
24,98,2017-04-30 20:12:36
49,42,2016-09-08 16:12:35
50,7,2016-11-28 11:12:54
21,209,2017-07-21 02:32:03
69,20,2018-02-03 03:57:33
95,158,2018-02-01 13:47:44
36,72,2017-05-02 17:59:48
87,154,2018-03-23 02:14:18
36,108,2016-09-01 07:55:22
62,246,2016-10-21 21:08:42
22,173,2018-03-14 00:00:24
28,104,2016-10-29 05:25:58
54,242,2017-09-07 19:20:32
14,169,2017-03-26 14:11:55
29,69,2018-02-21 21:02:30
94,49,2017-09-01 07:07:26
21,65,2016-12-28 11:31:37
5,120,2017-04-03 20:45:47
6,85,2018-04-27 11:05:17
14,205,2017-08-20 12:32:03
15,170,2016-08-31 21:12:59
2,51,2016-06-09 22:15:49
55,206,2017-11-05 14:42:58
42,124,2016-10-09 10:42:39
54,98,2016-08-03 13:26:34
13,246,2017-12-15 01:56:03
99,249,2016-06-01 20:23:24
34,40,2017-06-03 03:59:38
74,76,2017-03-16 01:08:07
24,255,2017-01-27 15:43:05
17,216,2018-01-26 14:21:17
21,186,2018-03-03 11:34:57
14,61,2017-06-27 14:46:59
54,134,2017-06-26 15:50:41
41,164,2017-12-11 07:41:24
95,135,2018-04-10 06:18:49
5,241,2017-09-30 05:03:48
59,69,2016-12-10 20:13:20
50,249,2017-06-29 13:07:03
35,120,2017-08-02 05:37:00
21,222,2017-03-23 04:34:15
91,21,2016-10-16 00:25:20
22,150,2016-08-13 23:36:25
81,236,2016-06-17 05:14:33
54,219,2017-10-12 23:57:15
74,197,2017-08-22 04:56:36
20,226,2016-08-26 04:59:45
53,174,2018-03-20 15:08:27
5,97,2017-09-10 22:00:23
3,173,2017-08-10 22:41:30
64,3,2016-12-02 16:32:38
68,153,2017-11-04 15:26:30
54,255,2017-12-18 16:23:08
14,182,2017-06-29 12:56:10
75,49,2017-01-18 06:45:52
21,78,2017-08-09 22:00:42
62,79,2016-06-08 21:02:31
66,229,2017-10-24 08:37:11
98,181,2017-10-27 09:48:11
54,111,2017-07-26 19:53:07
14,38,2018-01-12 13:21:39
5,218,2016-07-05 01:22:43
86,63,2018-01-03 17:35:42
77,243,2017-06-13 04:07:12
97,72,2018-01-16 17:31:55
89,68,2016-08-21 05:10:23
21,199,2017-11-22 10:10:24
80,248,2017-09-20 18:49:17
81,213,2016-08-20 19:03:17
39,216,2018-02-15 03:13:12
5,74,2017-02-07 17:12:05
92,79,2018-03-08 02:50:34
30,247,2018-03-11 19:37:53
46,112,2018-01-15 11:22:39
57,121,2018-02-18 01:55:17
91,34,2017-05-18 19:28:47
54,232,2016-06-12 17:04:15
14,159,2017-09-08 18:39:55
21,55,2017-09-24 20:53:50
94,39,2017-05-06 15:19:43
66,206,2017-05-28 10:43:36
86,184,2017-03-24 06:05:55
23,244,2016-07-07 21:45:33
89,189,2017-04-08 20:31:26
64,16,2017-02-22 02:14:10
54,88,2018-03-07 17:13:38
14,15,2018-01-14 06:09:21
100,204,2018-01-08 01:52:45
25,61,2018-04-04 10:37:20
5,195,2018-03-02 00:59:38
70,212,2017-03-21 17:38:58
21,176,2016-08-24 04:37:02
14,51,2017-10-31 02:47:54
95,125,2017-03-12 09:10:36
1,81,2016-10-14 22:25:13
5,231,2017-03-15 10:01:13
18,21,2017-02-19 00:31:01
45,124,2016-09-23 21:59:04
76,111,2016-11-26 21:32:44
36,75,2016-11-02 23:59:56
8,242,2017-09-01 13:27:46
54,209,2016-11-27 09:30:42
14,136,2017-01-28 17:39:19
21,32,2016-12-03 19:12:05
45,160,2016-07-04 12:28:57
5,87,2016-08-26 05:16:54
78,157,2018-01-31 05:36:44
97,170,2017-10-21 15:02:05
14,172,2017-06-28 08:39:48
21,68,2018-04-08 16:01:35
1,202,2018-03-15 06:05:26
54,65,2017-01-02 21:02:07
99,216,2017-05-20 01:58:40
20,72,2018-03-20 09:37:34
39,85,2016-09-27 01:54:44
24,222,2016-11-19 16:53:39
85,52,2017-07-14 17:20:20
35,231,2017-04-05 17:20:25
10,58,2017-11-28 08:30:26
14,257,2017-06-24 14:12:07
88,243,2017-09-29 09:33:42
21,153,2016-10-27 19:18:46
14,28,2017-08-20 00:25:54
54,101,2017-03-23 16:20:27
41,131,2017-06-27 11:29:37
48,170,2017-11-25 01:29:36
95,102,2016-09-08 19:20:37
5,208,2018-03-15 12:52:56
53,105,2017-08-17 22:13:37
59,36,2018-03-30 09:55:28
32,82,2017-05-10 09:50:32
58,220,2017-03-01 03:34:41
21,189,2017-02-17 23:49:26
54,186,2018-01-20 14:14:29
47,61,2017-09-16 08:48:12
85,173,2018-04-20 21:26:05
5,64,2016-12-17 18:55:51
50,72,2017-05-12 06:33:02
54,222,2017-04-17 19:56:16
14,149,2016-06-11 00:18:30
21,45,2016-08-09 00:26:07
61,81,2017-07-27 03:33:25
33,19,2017-11-20 03:46:59
86,174,2017-08-31 12:47:53
54,78,2017-01-11 10:18:52
14,5,2017-02-13 07:01:47
5,185,2016-07-05 00:51:46
37,254,2018-02-25 03:20:50
71,167,2016-07-29 21:37:54
32,59,2018-04-04 07:53:39
77,210,2018-02-04 23:13:54
98,4,2016-10-03 04:22:05
70,22,2016-08-28 22:00:57
